"","Valid_Video","PCG","EVENT","PID","Coll","Gear_ID","Data.Source","GMT","Day","Month","Year","Latitude","Longitude","Stat_Depth","Samp_Depth","Samp_Dur","Station.Number","Station_Code","Pressure","Depth","Temp","Salinity","Oxygen","CHLA","PO4","NO2","NO3","Backscatter","PAR","Turbidity","Camera_A","Camera_A2","Camera_C","Camera_C2","Camera_CO","Camera_I","Camera_T","CameraBrandA","CameraBrandA2","CameraBrandC","CameraBrandC2","CameraBrandCO","CameraBrandI","CameraBrand","CameraModelA","CameraModelA2","CameraModelC","CameraModelC2","CameraModelCO","CameraModelI","CameraModel","Reader.InitialsA","Reader.InitialsA2","Date.ReadA","Date.ReadA2","Reviewer.InitialsA","Reviewer.InitialsA2","Date.ReviewedA","Date.ReviewedA2","No.Readable.FramesA","No.Readable.FramesA2","Video.ReadableA","Video.ReadableA2","Primary.ReasonA","Primary.ReasonA2","Camera_Dark","Camera_Bounces","Camera_Moves","Camera_Obstruction","Camera_Focus","Camera_Turbidity","Max_Biota_Density","Mean_Biota_Density","Biota_Height","Max_Substrate_Density","Mean_Substrate_Density","Substrate_Size","Substrate_Relief","Current_Direction","Current_Magnitude","MeanCountA","MeanCountA2","Abund01.A","Abund01.A2","Abund01","MaxN.A","MaxN.A2","MaxN","which.max"
"4791","Yes","T60123675324","2012-1163","T60",123675,"324","SEFIS","15:28",22,9,2012,30.23,-80.45,39,39,100,5621,"ReconConv",54.76,37.49,27.44,36.18,5.87,4.23,NA,NA,NA,0.21,53.62,NA,1,NA,1,NA,NA,NA,1,"Canon",NA,"GoPro",NA,NA,NA,"GoPro","HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,"HD Hero/Flat Housing","DMM",NA,"7/24/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",0,0,"No attached biota",0,0,"No consolidated sediment","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"4792","Yes","T60123677324","2012-1164","T60",123677,"324","SEFIS","12:19",23,9,2012,29.15,-80.82,21,21,84,5622,"ReconConv",26.94,18.45,26.48,35.79,5.05,6.72,NA,NA,NA,1.67,3.18,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"DJB",NA,"10/18/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Poor",NA,NA,"Unknown",NA,NA,"Substrate cannot be seen","Relief cannot be seen","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"4793","Yes","T60123678324","2012-1164","T60",123678,"324","SEFIS","12:22",23,9,2012,29.15,-80.83,22,22,87,5623,"ReconConv",26.94,18.45,26.48,35.79,5.05,6.72,NA,NA,NA,1.67,3.18,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"DJB",NA,"10/18/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Poor",NA,NA,"Unknown",NA,NA,"Substrate cannot be seen","Relief cannot be seen","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"4794","Yes","T60123679324","2012-1164","T60",123679,"324","SEFIS","12:30",23,9,2012,29.16,-80.82,21,21,88,5624,"ReconConv",26.94,18.45,26.48,35.79,5.05,6.72,NA,NA,NA,1.67,3.18,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"DJB",NA,"10/18/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Poor",NA,NA,"Unknown",NA,NA,"Substrate cannot be seen","Relief cannot be seen","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"4795","Yes","T60133849324","2013-1131","T60",133849,"324","SEFIS","15:18",16,8,2013,30.39,-80.22,57,57,86,5180,"Random",96.22,66,17.14,36.13,4.56,2.29,NA,NA,NA,0.1321424,3.31,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"DJB",NA,"12/11/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",15,12.5,"Max Height >0.5 m",2,2,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"4796","Yes","T60123681324","2012-1164","T60",123681,"324","SEFIS","12:41",23,9,2012,29.16,-80.83,22,22,84,5626,"ReconConv",26.94,18.45,26.48,35.79,5.05,6.72,NA,NA,NA,1.67,3.18,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"DJB",NA,"10/18/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Poor",NA,NA,"Unknown",NA,NA,"Substrate cannot be seen","Relief cannot be seen","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"4797","Yes","T60133851324","2013-1131","T60",133851,"324","SEFIS","15:25",16,8,2013,30.4,-80.22,55,55,92,5184,"Random",96.22,66,17.14,36.13,4.56,2.29,NA,NA,NA,0.1321424,3.31,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"DJB",NA,"12/11/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",30,27.5,"Max Height >0.5 m",35,20,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"4798","Yes","T60143201324","2014-1032","T60",143201,"324","SEFIS","12:02",29,5,2014,31.44,-80.35,36,36,95,316,"Random",51.29,35,23.5,35.7,5.99,1.91,NA,NA,NA,0.216375,11.45,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"MLB",NA,"7/29/2014",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",2,2,"Max height < 0.5 m",1,1,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"4799","Yes","T60123685324","2012-1165","T60",123685,"324","SEFIS","16:03",23,9,2012,29.23,-80.69,26,26,85,NA,"Recon",34.05,23.31,26.82,35.9,5.43,NA,NA,NA,NA,0.75,15.2,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"DMM",NA,"7/29/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Dark, but Readable","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",0,0,"No attached biota",0,0,"No consolidated sediment","<0.3 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"4800","Yes","T60133855324","2013-1132","T60",133855,"324","SEFIS","18:09",16,8,2013,30.36,-80.34,42,42,79,5609,"NonRandom",57.79,40,23.62,36.42,6.41,3.23,NA,NA,NA,0.1311542,52.08,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"DJB",NA,"1/17/2014",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",25,22.5,"Max height < 0.5 m",0,0,"No consolidated sediment","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"4801","Yes","T60123687324","2012-1165","T60",123687,"324","SEFIS","16:12",23,9,2012,29.23,-80.69,26,26,91,NA,"Recon",34.05,23.31,26.82,35.9,5.43,NA,NA,NA,NA,0.75,15.2,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"DMM",NA,"7/29/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Poor",0,0,"No attached biota",0,0,"No consolidated sediment","<0.3 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"4802","Yes","T60123688324","2012-1165","T60",123688,"324","SEFIS","16:15",23,9,2012,29.23,-80.7,25,25,96,5629,"ReconConv",34.05,23.31,26.82,35.9,5.43,NA,NA,NA,NA,0.75,15.2,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"DMM",NA,"7/29/2013",NA,"ZHS",NA,"11/21/2013",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Poor",10,10,"Max height < 0.5 m",0,0,"No consolidated sediment","<0.3 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"4803","Yes","T60123689324","2012-1165","T60",123689,"324","SEFIS","16:25",23,9,2012,29.23,-80.7,24,24,93,5630,"ReconConv",34.05,23.31,26.82,35.9,5.43,NA,NA,NA,NA,0.75,15.2,NA,1,NA,1,NA,NA,NA,1,"Canon",NA,"GoPro",NA,NA,NA,"GoPro","HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,"HD Hero/Flat Housing","DMM",NA,"7/29/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Poor",30,30,"Max Height >0.5 m",0,0,"No consolidated sediment","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"4804","Yes","T60123691324","2012-1166","T60",123691,"324","SEFIS","19:07",23,9,2012,29.21,-80.53,28,28,80,5631,"ReconConv",39.34,26.94,27.04,36.12,5.81,5.66,NA,NA,NA,0.43,27.83,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"DMM",NA,"7/29/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",10,5.5,"Max height < 0.5 m",1,0.5,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"4805","Yes","T60123692324","2012-1166","T60",123692,"324","SEFIS","19:17",23,9,2012,29.2,-80.52,26,26,80,5632,"ReconConv",39.34,26.94,27.04,36.12,5.81,5.66,NA,NA,NA,0.43,27.83,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"DMM",NA,"7/29/2013",NA,"ZHS",NA,"11/21/2013",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",25,12.5,"Max height < 0.5 m",0,0,"No consolidated sediment","<0.3 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"4806","Yes","T60123693324","2012-1166","T60",123693,"324","SEFIS","19:26",23,9,2012,29.18,-80.52,26,26,83,5633,"ReconConv",39.34,26.94,27.04,36.12,5.81,5.66,NA,NA,NA,0.43,27.83,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"DMM",NA,"7/26/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Poor",20,20,"Max height < 0.5 m",0,0,"No consolidated sediment","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"4807","Yes","T60123694324","2012-1166","T60",123694,"324","SEFIS","19:29",23,9,2012,29.18,-80.52,26,26,88,5634,"ReconConv",39.34,26.94,27.04,36.12,5.81,5.66,NA,NA,NA,0.43,27.83,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"DMM",NA,"7/29/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Poor",20,10,"Max height < 0.5 m",0,0,"No consolidated sediment","<0.3 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"4808","Yes","T60123695324","2012-1166","T60",123695,"324","SEFIS","19:32",23,9,2012,29.17,-80.52,28,28,92,5635,"ReconConv",39.34,26.94,27.04,36.12,5.81,5.66,NA,NA,NA,0.43,27.83,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"DMM",NA,"7/30/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Poor",30,27.5,"Max Height >0.5 m",10,5,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"4809","Yes","T60123696324","2012-1166","T60",123696,"324","SEFIS","19:37",23,9,2012,29.17,-80.52,26,26,96,5636,"ReconConv",39.34,26.94,27.04,36.12,5.81,5.66,NA,NA,NA,0.43,27.83,NA,1,NA,1,NA,NA,NA,1,"Canon",NA,"GoPro",NA,NA,NA,"GoPro","HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,"HD Hero/Flat Housing","DMM",NA,"7/30/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",10,5,"Max height < 0.5 m",30,15,">50% Consolidated Sediment > 1 m in diameter",">1 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"4816","Yes","T60123705324","2012-1168","T60",123705,"324","SEFIS","17:14",24,9,2012,29.11,-80.42,31,31,75,5641,"ReconConv",45.08,30.87,27.27,36.14,5.84,6.21,NA,NA,NA,0.23,48.77,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"DMM",NA,"8/2/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",10,10,"Max height < 0.5 m",15,15,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"4817","Yes","T60133875324","2013-1135","T60",133875,"324","SEFIS","17:48",17,8,2013,28.52,-80.12,51,51,90,5463,"NonRandom",75.85,52,16.98,36.16,4.41,2.58,NA,NA,NA,0.2854559,2.89,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"DJB",NA,"1/23/2014",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",15,12.5,"Max height < 0.5 m",2,1,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"4818","Yes","T60123707324","2012-1168","T60",123707,"324","SEFIS","17:22",24,9,2012,29.11,-80.43,31,31,81,5642,"ReconConv",45.08,30.87,27.27,36.14,5.84,6.21,NA,NA,NA,0.23,48.77,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"DMM",NA,"8/2/2013",NA,"ZHS",NA,"11/21/2013",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",20,11,"Max height < 0.5 m",0,0,"No consolidated sediment","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"4819","Yes","T60123708324","2012-1168","T60",123708,"324","SEFIS","17:26",24,9,2012,29.12,-80.43,30,30,84,5643,"ReconConv",45.08,30.87,27.27,36.14,5.84,6.21,NA,NA,NA,0.23,48.77,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"DMM",NA,"8/12/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",15,12.5,"Max height < 0.5 m",15,8,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"4820","Yes","T60123709324","2012-1168","T60",123709,"324","SEFIS","17:30",24,9,2012,29.13,-80.43,30,30,88,5644,"ReconConv",45.08,30.87,27.27,36.14,5.84,6.21,NA,NA,NA,0.23,48.77,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"DMM",NA,"8/2/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",5,3.5,"Max height < 0.5 m",0,0,"No consolidated sediment","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"4821","Yes","T60123710324","2012-1168","T60",123710,"324","SEFIS","17:35",24,9,2012,29.13,-80.43,31,31,90,5645,"ReconConv",45.08,30.87,27.27,36.14,5.84,6.21,NA,NA,NA,0.23,48.77,NA,1,NA,1,NA,NA,NA,1,"Canon",NA,"GoPro",NA,NA,NA,"GoPro","HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,"HD Hero/Flat Housing","DMM",NA,"8/12/2013",NA,"ZHS",NA,"11/22/2013",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",7,7,"Max height < 0.5 m",0,0,"No consolidated sediment","<0.3 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"4822","Yes","T60123712324","2012-1169","T60",123712,"324","SEFIS","19:31",24,9,2012,29.1,-80.42,30,30,74,5646,"ReconConv",43.27,29.63,27.37,36.16,6.04,9.98,NA,NA,NA,0.21,97.45,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"DMM",NA,"7/26/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",30,25,"Max height < 0.5 m",25,12.5,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"4823","Yes","T60123713324","2012-1169","T60",123713,"324","SEFIS","19:38",24,9,2012,29.11,-80.41,31,31,75,5647,"ReconConv",43.27,29.63,27.37,36.16,6.04,9.98,NA,NA,NA,0.21,97.45,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"JMC",NA,"7/16/2013",NA,"BZT",NA,"11/14/2013",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",10,5,"Max height < 0.5 m",1,0.5,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"4824","Yes","T60133883324","2013-1136","T60",133883,"324","SEFIS","12:33",18,8,2013,27.91,-80.02,50,50,94,6165,"ReconConv",71.17,49,19.67,36.32,5.23,8.36,NA,NA,NA,0.2556597,1.88,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"DJB",NA,"1/24/2014",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",25,25,"Max Height >0.5 m",60,35,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"4826","Yes","T60133886324","2013-1137","T60",133886,"324","SEFIS","15:39",18,8,2013,27.74,-80.13,23,23,88,5460,"Random",33.75,23,22.73,36.38,6.2,4.81,NA,NA,NA,0.3656126,81.34,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"DJB",NA,"12/20/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",30,25,"Max Height >0.5 m",10,7.5,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"4827","Yes","T60123717324","2012-1169","T60",123717,"324","SEFIS","20:06",24,9,2012,29.13,-80.41,31,31,75,5651,"ReconConv",43.27,29.63,27.37,36.16,6.04,9.98,NA,NA,NA,0.21,97.45,NA,1,NA,1,NA,NA,NA,1,"Canon",NA,"GoPro",NA,NA,NA,"GoPro","HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,"HD Hero/Flat Housing","DMG",NA,"6/27/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","View < 40% Obstructed","Focused","Fair",1,1,"Max height < 0.5 m",0,0,"No consolidated sediment","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"4828","Yes","T60143243324","2014-1039","T60",143243,"324","SEFIS","11:30",31,5,2014,29.17,-80.61,26,26,82,5093,"Random",36.61,25,24.25,36.16,6.06,0.91,NA,NA,NA,0.27742,76.21,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"MLB",NA,"10/1/2014",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",0,0,"No attached biota",0,0,"No consolidated sediment","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"4829","Yes","T60133889324","2013-1137","T60",133889,"324","SEFIS","15:57",18,8,2013,27.73,-80.13,28,28,94,6168,"ReconConv",33.75,23,22.73,36.38,6.2,4.81,NA,NA,NA,0.3656126,81.34,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"DJB",NA,"2/3/2014",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",2,1.5,"Max height < 0.5 m",2,1,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"4831","Yes","T60133892324","2013-1138","T60",133892,"324","SEFIS","18:56",18,8,2013,27.85,-80.15,27,27,82,NA,"Recon",38.74,27,22.48,36.35,6.19,6.17,NA,NA,NA,0.2606902,122.15,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"DJB",NA,"2/4/2014",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",5,5,"Max height < 0.5 m",2,1.5,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"4832","Yes","T60133034324","2013-1008","T60",133034,"324","SEFIS","19:00",5,5,2013,29.07,-80.54,21,21,94,5408,"Random",34.87,24,21.74,35.61,6.99,6.1,NA,NA,NA,2.534739,1.69,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"MLB",NA,"11/3/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Poor",NA,NA,"Unknown",NA,NA,"Substrate cannot be seen","Relief cannot be seen","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"4836","Yes","T60123729324","2012-1172","T60",123729,"324","SEFIS","12:18",26,9,2012,29.7,-80.86,26,26,88,NA,"Recon",34.95,23.93,26.71,35.95,6.05,2.84,NA,NA,NA,0.4,14.98,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"DMG",NA,"6/27/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",0,0,"No attached biota",0,0,"No consolidated sediment","<0.3 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"4837","Yes","T60133899324","2013-1139","T60",133899,"324","SEFIS","12:08",19,8,2013,28.03,-80.41,19,19,84,6169,"ReconConv",21.66,15,23.33,36.39,6.2,1.91,NA,NA,NA,0.3783271,190.47,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"DJB",NA,"2/4/2014",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Poor",NA,NA,"Unknown",NA,NA,"Substrate cannot be seen","Relief cannot be seen","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"4838","Yes","T60123731324","2012-1172","T60",123731,"324","SEFIS","12:23",26,9,2012,29.7,-80.86,25,25,97,NA,"Recon",34.95,23.93,26.71,35.95,6.05,2.84,NA,NA,NA,0.4,14.98,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"DMG",NA,"6/27/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",0,0,"No attached biota",0,0,"No consolidated sediment","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
